,Report_Date_as_MM_DD_YYYY,Instrument,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Dealer Net,Asset Manager Net,Levered Net,Other Rept Positions Net,Non Rept Positions Net,Dealer Net Pct OI,AM Net Pct OI,HF Net Pct OI,Other Rept Positions Net Pct OI,Non Rept Positions Net Pct OI,Price
3845,2018-05-08,YEN,188430,30336,44781,17026,38770,21765,8067,45091,44784,16673,1801,1639,1787,28879,31908,21.1,29.9,31.4,42.4,-14445,17005,307,162,-3029,-0.07665976755293744,0.09024571458897203,0.001629252242211962,0.0008597357108740646,-0.016074934989120628,108.94300079345703
3846,2018-05-15,YEN,201147,27491,47147,17254,35303,19992,8932,58689,48075,21412,1843,1567,1937,28287,34832,19.2,28.4,29.9,41.1,-19656,15311,10614,276,-6545,-0.09771957821891453,0.07611846062829672,0.052767379080970636,0.001372130829691718,-0.032538392320044546,109.73100280761719
3847,2018-05-22,YEN,215914,42069,30506,21071,34927,34292,9748,56164,52993,20497,1773,1603,2210,27456,42994,24.7,24.4,35.7,35.1,11563,635,3171,170,-15538,0.05355372972572413,0.0029409857628500237,0.014686402919680984,0.0007873505191881953,-0.07196383745380106,110.97799682617188
3848,2018-05-29,YEN,209992,40801,28717,18920,35211,30951,7323,47999,56854,25534,2107,1108,2157,29941,38428,22.300000000000004,23.4,32.9,33.9,12084,4260,-8855,999,-8487,0.05754504933521277,0.02028648710427064,-0.0421682730770696,0.004757324088536706,-0.0404158253647758,109.38899993896484
3849,2018-06-05,YEN,182172,24258,27649,19781,33438,26030,9339,39276,38575,23672,2116,981,2034,28258,34110,17.1,23.1,27.9,35.3,-3391,7408,701,1135,-5852,-0.01861427661770195,0.040664866170432336,0.0038480117690973367,0.0062303756889093825,-0.03212348769294952,109.96299743652344
3850,2018-06-12,YEN,190631,25362,29072,26313,33019,28259,6297,54323,39888,16227,2137,1003,1335,25619,42238,20.6,29.6,32.8,40.1,-3710,4760,14435,1134,-16619,-0.019461682517533874,0.024969705871552894,0.07572220677644245,0.005948665222340542,-0.08717889535280202,110.38600158691406
3851,2018-06-19,YEN,181851,38185,17343,6393,34981,30435,7618,44553,62302,18854,2669,1047,1467,27130,36391,22.7,27.0,34.9,36.5,20842,4546,-17749,1622,-9261,0.11461031283853264,0.024998487772956983,-0.09760188286014375,0.008919390050095958,-0.05092630780144184,110.13800048828125
3852,2018-06-26,YEN,182051,40935,16381,7741,34290,31205,7764,41375,58459,19434,2908,1101,1479,26125,38488,23.0,27.3,35.7,37.8,24554,3085,-17084,1807,-12363,0.13487429346721522,0.01694580090194506,-0.09384183552960434,0.009925790025871871,-0.06790954183168453,109.64299774169922
3853,2018-07-03,YEN,195765,54506,16091,7207,33777,35004,8257,43041,65125,20565,2770,1646,1426,24218,40445,21.2,26.3,34.2,36.6,38415,-1227,-22084,1124,-16227,0.19623017393303196,-0.00626771894873956,-0.11280872474650729,0.0057415779122928,-0.0828901999846755,110.87100219726562
3854,2018-07-10,YEN,207324,59868,15797,7150,33686,36556,7572,54335,74398,17627,3440,1590,1385,22261,45249,22.2,27.2,36.4,38.2,44071,-2870,-20063,1850,-22988,0.21257066234492872,-0.013843066890470953,-0.09677123729042465,0.008923231270861068,-0.11087958943489418,110.9530029296875
3855,2018-07-17,YEN,250893,81000,4246,11318,33155,43401,9459,64521,106634,23983,3723,2537,1919,21814,47395,30.8,24.7,44.5,35.1,76754,-10246,-42113,1186,-25581,0.30592324217893685,-0.04083812621316657,-0.16785243111605347,0.004727114746126835,-0.10195979959584364,112.3740005493164
3856,2018-07-24,YEN,237625,94415,3211,8413,35195,41766,7829,37143,98744,27532,2821,2797,2076,22200,45257,30.8,25.6,43.6,36.5,91204,-6571,-61601,24,-23057,0.38381483429773805,-0.027652814308258812,-0.2592361914781694,0.00010099947396107312,-0.09703103629668595,111.45999908447266
3857,2018-07-31,YEN,232060,88888,3293,9165,36743,43968,7601,35060,89872,27587,2693,2588,2060,22263,45926,29.0,25.5,42.5,36.3,85595,-7225,-54812,105,-23663,0.36884857364474705,-0.03113418943376713,-0.23619753512022754,0.0004524691890028441,-0.10196931827975524,110.99400329589844
3858,2018-08-07,YEN,214847,87147,3104,7836,35503,42567,6290,31827,85987,20917,2067,1684,1758,21502,44704,29.800000000000004,27.300000000000004,43.5,36.7,84043,-7064,-54160,383,-23202,0.39117604620962826,-0.03287921171810637,-0.2520863684389356,0.0017826639422472736,-0.10799312999483353,111.33999633789062
3859,2018-08-14,YEN,214157,79421,3024,8745,37768,41582,6399,34008,85163,21015,2087,1707,2014,22701,44509,29.5,27.199999999999996,41.89999999999999,36.4,76397,-3814,-51155,380,-21808,0.3567336113225344,-0.017809364158070946,-0.23886681266547438,0.0017743991557595596,-0.10183183365474861,110.66100311279297
3860,2018-08-21,YEN,219611,74385,9780,9851,36064,44665,5978,40483,76252,24342,2205,1075,2455,23849,45213,28.9,24.9,40.3,34.7,64605,-8601,-35769,1130,-21364,0.29417925331609074,-0.03916470486451043,-0.16287435510971673,0.005145461748273083,-0.09728110158416473,109.947998046875
3861,2018-08-28,YEN,215754,73072,8136,13134,37927,44570,5995,33847,70251,25103,2155,1805,2278,22243,44482,29.8,24.7,41.2,33.9,64936,-6643,-36404,350,-22239,0.30097240375612966,-0.030789695671922652,-0.1687292008491152,0.001622217896307832,-0.10307572513139965,111.13700103759766
3862,2018-09-04,YEN,215300,76844,3871,11987,36399,44792,6849,30958,72820,23843,2047,1821,2378,23994,46938,30.1,27.1,41.5,35.9,72973,-8393,-41862,226,-22944,0.33893636785880166,-0.03898281467719461,-0.19443567115652577,0.001049698095680446,-0.10656758012076173,111.08799743652344
3863,2018-09-11,YEN,217088,76548,2902,17626,34181,43839,5481,31529,75542,19383,3982,3679,2152,26206,46484,29.8,28.100000000000005,42.70000000000001,38.2,73646,-9658,-44013,303,-20278,0.339244914504717,-0.04448887087264151,-0.20274266656839623,0.0013957473466981133,-0.09340912441037735,111.14800262451172
3864,2018-09-18,YEN,227703,85194,1424,9412,37636,45891,6284,42158,83153,20223,2076,7473,2268,22453,51575,31.899999999999995,27.8,44.6,35.9,83770,-8255,-40995,-5397,-29122,0.3678915077974379,-0.036253365129137516,-0.1800371536606896,-0.023701927510836485,-0.1278946698111136,111.69000244140625
3865,2018-09-25,YEN,243669,103445,757,8433,34761,52916,6509,43490,91248,19196,2085,10952,2347,23404,51311,36.9,30.2,49.3,40.0,102688,-18155,-47758,-8867,-27907,0.4214241450492266,-0.07450681046829921,-0.19599538718507484,-0.03638952841764853,-0.11452831505033467,112.78600311279297
3866,2018-10-02,YEN,285165,128370,1392,10355,35018,60635,7911,47634,117031,25573,3206,14151,2786,24312,45330,37.2,31.9,48.8,42.1,126978,-25617,-69397,-10945,-21018,0.445279048971648,-0.08983220240913156,-0.24335735451405327,-0.03838128802623043,-0.0737046972805218,113.94599914550781
3867,2018-10-09,YEN,279633,138521,1665,9576,39723,63776,5002,38787,115668,19565,2177,15147,2895,23386,46339,38.6,33.5,51.8,44.4,136856,-24053,-76881,-12970,-22953,0.4894129090629504,-0.08601631424045088,-0.2749353617062364,-0.0463822224129484,-0.08208258681915225,113.09700012207031
3868,2018-10-16,YEN,235528,109931,1155,8898,37223,51321,6242,27580,96534,18852,2108,8754,2653,22042,41118,38.4,37.4,51.9,46.4,108776,-14098,-68954,-6646,-19076,0.46183893210149113,-0.05985700213987297,-0.29276349308787064,-0.028217451852858257,-0.08099249346149927,111.84100341796875
3869,2018-10-23,YEN,232563,104163,1615,10192,35706,48726,7121,26992,90624,20420,2103,7758,3215,22650,42892,36.5,36.70000000000001,50.0,45.4,102548,-13020,-63632,-5655,-20242,0.44094718420385015,-0.05598482991705473,-0.2736118815116764,-0.024315991795771468,-0.0870387808894794,112.75700378417969
3870,2018-10-30,YEN,238768,98846,1449,15505,35954,49709,7767,27273,91757,23431,2230,5682,3251,24512,40217,35.5,34.6,48.6,43.2,97397,-13755,-64484,-3452,-15705,0.4079147959525565,-0.057608222207330965,-0.27006969108088186,-0.01445754875025129,-0.06577514574817396,112.3239974975586
3871,2018-11-06,YEN,243969,104963,1107,16189,35170,51380,7627,30103,89700,22419,1706,5072,3338,22454,47137,36.9,33.5,49.7,41.8,103856,-16210,-59597,-3366,-24683,0.42569342826342693,-0.06644286774139338,-0.244281035705356,-0.013796834843771135,-0.10117268997290639,113.24600219726562
3872,2018-11-13,YEN,260024,121023,824,15436,37129,58924,6428,34467,104330,17507,847,5533,2866,24321,48176,39.0,33.2,51.4,41.5,120199,-21795,-69863,-4686,-23855,0.46226117589145616,-0.08381918592129957,-0.26867904501122974,-0.018021413407993108,-0.09174153155093376,113.69599914550781
3873,2018-11-20,YEN,253332,116470,3058,12964,34636,57662,7643,28666,95438,22007,2612,5343,3422,24910,45794,39.5,34.9,52.2,43.1,113412,-23026,-66772,-2731,-20884,0.4476813035858083,-0.09089258364517708,-0.26357507144774445,-0.010780319896420507,-0.08243727598566308,112.44300079345703
3874,2018-11-27,YEN,259684,120739,1258,15222,31329,54134,10653,31381,103030,22921,1860,5440,1621,23958,45405,40.4,33.4,52.9,41.1,119481,-22805,-71649,-3580,-21447,0.4601015079866299,-0.08781827143759338,-0.27590841176198766,-0.013785986044577255,-0.08258883874247162,113.50399780273438
3875,2018-12-04,YEN,256986,114170,3095,14322,29765,54980,8355,32102,104099,24694,2576,5388,2045,28957,40008,38.5,34.2,50.8,42.7,111075,-25215,-71997,-2812,-11051,0.43222198874646867,-0.09811818542644346,-0.28015923046391633,-0.010942230316048344,-0.04300234254006055,113.58699798583984
3876,2018-12-11,YEN,235417,101703,5614,10686,31189,46291,10232,26749,90629,17926,6041,5262,2359,28531,46417,37.7,34.5,51.1,42.0,96089,-15102,-63880,779,-17886,0.40816508578394933,-0.06414999766372012,-0.27134828835640584,0.003309021863331875,-0.07597582162715522,113.18099975585938
3877,2018-12-18,YEN,239738,105733,15223,5272,36515,45965,11877,26764,95891,19263,7952,5536,2688,23675,38023,49.2,32.9,58.3,42.3,90510,-9450,-69127,2416,-14348,0.37753714471631533,-0.03941803135089139,-0.28834394213683273,0.010077668121032127,-0.05984866812937457,112.8290023803711
3878,2018-12-24,YEN,259569,97500,24601,5618,43161,33826,14469,33360,111217,24605,11313,4929,3057,26486,37246,44.0,32.8,54.1,44.2,72899,9335,-77857,6384,-10760,0.28084632602506465,0.03596346250900531,-0.29994722019963865,0.02459461646036314,-0.04145333225462208,111.05400085449219
3879,2018-12-31,YEN,253066,91304,29802,6650,43352,28082,15422,28374,103386,25648,15142,3946,2969,24205,37161,43.0,32.5,52.6,46.1,61502,15270,-75012,11196,-12956,0.24302751060988043,0.06033999035824646,-0.29641279350050975,0.044241423186046326,-0.05119613065366347,110.33000183105469
3880,2019-01-08,YEN,260497,77675,66362,13028,44472,20666,12180,36824,88666,22412,16305,2021,2369,35231,32792,40.3,31.7,48.7,49.9,11313,23806,-51842,14284,2439,0.04342852316917278,0.09138684898482516,-0.19901188881253912,0.054833644917215936,0.009362871741325236,108.61599731445312
3881,2019-01-15,YEN,257056,76393,89160,10719,44437,16840,12762,34671,70277,21793,15027,1956,2356,38899,31193,40.0,35.9,48.2,51.6,-12767,27597,-35606,13071,7706,-0.04966622059006598,0.10735792978961782,-0.1385145649197062,0.05084884227561309,0.02997790364745425,108.25
3882,2019-01-22,YEN,238887,74063,93726,9735,42402,16387,12133,24953,50200,22344,14497,1994,2182,36577,30186,42.6,37.0,51.1,49.8,-19663,26015,-25247,12503,6391,-0.08231088338838027,0.10890086107657596,-0.10568595193543391,0.05233855337460808,0.026753234793019293,109.66999816894531
3883,2019-01-29,YEN,231408,72996,92958,10000,39106,16038,12843,24405,42725,22743,14447,1539,2264,32603,30299,42.6,38.29999999999999,51.6,50.4,-19962,23068,-18320,12908,2304,-0.08626322339763534,0.09968540413468852,-0.07916753094102191,0.0557802668879209,0.009956440572495333,109.25399780273438
3884,2019-02-05,YEN,219017,71877,93187,10144,37450,20571,12777,19593,24884,22634,11900,1950,2114,30528,30756,43.39999999999999,41.5,52.0,50.60000000000001,-21310,16879,-5291,9950,-228,-0.09729838323052549,0.07706707698489158,-0.024157942077555623,0.04543026340421063,-0.001041015081021108,109.96099853515625
3885,2019-02-12,YEN,208349,71416,82969,9447,34596,26040,11066,24234,25079,19510,8613,2509,207,29260,31522,44.1,39.2,52.4,48.9,-11553,8556,-845,6104,-2262,-0.05545023014269327,0.041065711858468246,-0.004055695011735118,0.02929699686583569,-0.010856783569875546,110.4000015258789
3886,2019-02-19,YEN,206343,74298,70873,8310,33410,34497,11680,26127,28517,18648,4979,2689,252,28638,30878,43.1,35.0,51.5,46.5,3425,-1087,-2390,2290,-2240,0.01659857615717519,-0.005267927673824651,-0.011582656062963124,0.011098026102169688,-0.01085571112177297,110.59100341796875
3887,2019-02-26,YEN,211423,75228,62022,9176,33859,39293,11758,27530,31494,21237,3688,2836,279,28668,33328,42.20000000000001,33.1,50.29999999999999,42.70000000000001,13206,-5434,-3964,852,-4660,0.062462456780955716,-0.025702028634538344,-0.018749142713895838,0.0040298359213519815,-0.022041121353873514,111.0459976196289
3888,2019-03-05,YEN,235013,84456,53238,8695,34998,53097,13564,32907,40322,24870,3083,3215,230,32209,37783,40.3,28.4,48.9,38.6,31218,-18099,-7415,-132,-5574,0.1328352048610077,-0.0770127609962002,-0.03155144609021628,-0.0005616710564947471,-0.023717836885619095,111.7770004272461
3889,2019-03-12,YEN,215768,80910,43918,9446,34129,58425,11086,25569,35129,17682,4118,2803,286,32543,36994,42.70000000000001,29.100000000000005,50.4,41.6,36992,-24296,-9560,1315,-4451,0.171443402172704,-0.11260242482666567,-0.044306848096103225,0.00609450891698491,-0.020628638166920024,111.34200286865234
3890,2019-03-19,YEN,175691,58912,1379,4821,35378,62234,8508,24810,42917,15658,3610,1727,398,23596,38048,36.3,24.3,45.9,34.7,57533,-26856,-18107,1883,-14452,0.32746697326556284,-0.152859281351919,-0.10306162523976754,0.010717680473103347,-0.08225805533578841,111.37300109863281
3891,2019-03-26,YEN,179515,58639,4361,4717,33079,61034,9104,22843,44458,19401,4273,1537,609,26849,34294,35.0,21.6,44.6,31.6,54278,-27955,-21615,2736,-7445,0.3023591343341782,-0.1557251483162967,-0.12040776536779656,0.015241066206166616,-0.0414728574213854,110.06800079345703
3892,2019-04-02,YEN,179351,60675,3113,4431,36848,66246,7769,18873,39441,19547,3947,1982,525,26735,36297,35.2,24.8,44.5,34.5,57562,-29398,-20568,1965,-9562,0.3209460778027443,-0.16391322044482606,-0.11468015232700124,0.010956169745359658,-0.053314450435180176,111.45099639892578
3893,2019-04-09,YEN,184996,65922,1575,4566,36195,71523,8625,20061,44976,15393,3779,1935,592,29864,35812,36.0,27.2,45.5,36.7,64347,-35328,-24915,1844,-5948,0.34782914225172434,-0.19096629116305217,-0.13467858764513826,0.009967783087201885,-0.0321520465307358,111.45600128173828
3894,2019-04-16,YEN,223445,91708,1741,3605,40259,79462,8845,25043,67342,17800,3774,2396,689,31723,41565,38.5,26.3,48.8,36.0,89967,-39203,-42299,1378,-9842,0.40263599543511824,-0.17544809684709883,-0.1893038555349191,0.0061670657208709075,-0.04404663339971805,111.94300079345703
3895,2019-04-23,YEN,232399,99575,1783,3802,39862,84734,10211,22426,67406,18398,4058,2587,793,33275,42685,39.9,28.3,49.5,38.5,97792,-44872,-44980,1471,-9410,0.42079354902559823,-0.19308172582498204,-0.1935464438315139,0.006329631366744263,-0.04049070779134162,111.92900085449219
3896,2019-04-30,YEN,229150,108902,1690,3205,33508,89129,8948,18701,62821,18733,3487,2435,965,32700,41223,43.0,31.0,52.0,40.5,107212,-55621,-44120,1052,-8523,0.46786820859698885,-0.24272747108880646,-0.19253763910102553,0.004590879336679031,-0.03719397774383591,111.677001953125
3897,2019-05-07,YEN,229397,104854,2305,3673,33988,83879,9836,22495,64697,20069,3760,2570,320,30403,42047,42.3,30.2,53.2,39.7,102549,-49891,-42202,1190,-11644,0.4470372323962388,-0.21748758702162627,-0.183969275971351,0.00518751335021818,-0.05075916424364747,110.80500030517578
3898,2019-05-14,YEN,212108,70721,7030,5693,33015,62200,12281,30847,60905,24380,4768,2010,435,29968,37174,35.2,26.100000000000005,44.79999999999999,36.3,63691,-29185,-30058,2758,-7206,0.3002762743508024,-0.13759499877420936,-0.14171082656005432,0.013002809889301676,-0.03397325890584042,109.15399932861328
3899,2019-05-21,YEN,197441,65630,10923,5934,31703,58888,10211,29085,49559,22253,4716,2958,322,27587,36393,36.5,26.4,46.5,35.0,54707,-27185,-20474,1758,-8806,0.277080241692455,-0.13768670134369254,-0.10369680056320622,0.008903925729711661,-0.044600665515267854,110.06999969482422
3900,2019-05-28,YEN,201946,63082,16468,7052,30466,57971,10201,28278,47973,24880,6454,2357,593,30941,34453,34.2,26.8,45.5,36.8,46614,-27505,-19695,4097,-3512,0.23082408168520296,-0.1361997761777901,-0.09752607132599804,0.020287601636080933,-0.017390787636298814,109.50900268554688
3901,2019-06-04,YEN,212215,49444,21279,12243,32610,52123,14087,28492,43012,33076,7409,2094,1239,33615,33063,27.4,22.2,39.4,35.4,28165,-19513,-14520,5315,552,0.1327191763070471,-0.09194920245976958,-0.06842117663690125,0.025045354946634308,0.0026011356407417007,108.0270004272461
3902,2019-06-11,YEN,192166,39249,18881,20237,35772,44324,9964,26066,41856,22841,6578,2057,344,31114,31662,31.0,23.6,41.3,38.8,20368,-8552,-15790,4521,-548,0.1059916946806407,-0.044503189950355425,-0.08216854178158467,0.023526534350509457,-0.0028517011333950857,108.35900115966797
3903,2019-06-18,YEN,146942,4659,13409,5741,35902,39106,10264,34864,26410,18958,6719,1988,217,29618,30849,18.5,22.4,30.1,33.2,-8750,-3204,8454,4731,-1231,-0.059547304378598356,-0.021804521511889045,0.05753290413904806,0.0321963768017313,-0.008377455050291952,108.53900146484375
3904,2019-06-25,YEN,167360,5551,33589,7030,40004,34335,12254,34990,21129,26802,5033,2738,347,35349,29136,17.3,22.8,28.4,34.3,-28038,5669,13861,2295,6213,-0.1675310707456979,0.0338730879541109,0.08282146271510517,0.013712954110898661,0.03712356596558317,107.3270034790039
3905,2019-07-02,YEN,162967,5426,36620,5734,41775,31408,9971,37322,20476,23489,6200,5282,265,32785,29721,17.3,25.2,28.1,36.2,-31194,10367,16846,918,3064,-0.19141298545104224,0.06361410592328508,0.10337062104597863,0.0056330422723618895,0.0188013524210423,108.36599731445312
3906,2019-07-09,YEN,154799,8979,38105,4549,41777,34805,9765,37672,17919,16796,6061,3734,0,29199,29126,19.0,29.4,29.1,39.4,-29126,6972,19753,2327,73,-0.18815367024334784,0.045039050639862015,0.12760418348955743,0.015032396850108851,0.0004715792737679184,108.72100067138672
3907,2019-07-16,YEN,149366,6367,33310,4575,41167,34383,10782,34482,19508,14386,6827,4427,2102,28678,25893,20.0,27.5,29.600000000000005,39.7,-26943,6784,14974,2400,2785,-0.1803824163464242,0.045418636101924134,0.10025039165539681,0.016067913715303347,0.018645474873799927,107.88899993896484
3908,2019-07-23,YEN,158780,4293,35294,6093,43757,35926,11266,36827,21204,16359,6820,3397,3096,30269,26145,18.7,27.3,28.5,39.5,-31001,7831,15623,3423,4124,-0.19524499307217533,0.04931981357853634,0.09839400428265524,0.02155813074694546,0.02597304446403829,107.90399932861328
3909,2019-07-30,YEN,159067,4465,35224,5125,42561,44407,11885,38699,14702,14653,8291,2397,2748,30641,27927,17.9,29.800000000000004,26.9,41.2,-30759,-1846,23997,5894,2714,-0.1933713466652417,-0.011605172663091653,0.15086095796111074,0.037053568622027196,0.01706199274519542,108.86599731445312
3910,2019-08-06,YEN,184962,5354,44665,9628,43449,36383,14316,43035,22855,21642,6065,2649,4890,36583,27933,14.0,29.199999999999996,23.4,38.9,-39311,7066,20180,3416,8650,-0.2125355478422595,0.038202441582595344,0.10910349152798954,0.018468658427136384,0.04676636282047123,105.59300231933594
3911,2019-08-13,YEN,188665,5260,57599,7304,45220,30671,12779,48487,21525,23531,6456,1108,5524,34104,28623,14.9,35.3,24.7,45.2,-52339,14549,26962,5348,5481,-0.27741764503219996,0.07711552222192776,0.14290938965891925,0.028346540163782366,0.029051493387750774,105.35800170898438
3912,2019-08-20,YEN,184918,3689,64922,8759,42468,32566,11468,48081,11631,19485,8249,1035,6222,36497,28830,15.700000000000001,39.7,26.2,50.199999999999996,-61233,9902,36450,7214,7667,-0.3311359629673693,0.053548059139726795,0.19711439665148878,0.03901188634962524,0.04146162082652852,106.5739974975586
3913,2019-08-27,YEN,192721,4002,59152,10983,41089,34280,12090,53295,17995,25849,8260,1870,448,36705,30054,16.6,35.3,27.9,47.2,-55150,6809,35300,6390,6651,-0.28616497423736903,0.035330866900856676,0.1831663389044266,0.03315673953539054,0.034511028896695224,105.97799682617188
3914,2019-09-03,YEN,188292,3858,57631,10574,40593,34237,12579,48791,20902,22980,8249,855,265,40403,28268,18.6,35.5,29.199999999999996,47.8,-53773,6356,27889,7394,12135,-0.2855830306120281,0.03375608098060459,0.14811569264758992,0.03926879527542328,0.0644477726085017,106.19300079345703
3915,2019-09-10,YEN,174895,6010,53336,8964,38410,37780,10666,48742,13607,22116,5703,1166,151,34133,27110,19.1,37.7,29.7,49.7,-47326,630,35135,4537,7023,-0.270596643700506,0.003602161296778067,0.20089196374967838,0.025941279053146173,0.04015552188455931,107.33699798583984
3916,2019-09-17,YEN,157029,8579,38917,8360,31234,45445,12368,43903,9168,17998,4384,1155,215,29987,23403,18.9,41.4,29.2,52.6,-30338,-14211,34735,3229,6584,-0.19319998216889875,-0.09049920715281891,0.22120117939998343,0.02056308070483796,0.04192856096644569,108.16100311279297
3917,2019-09-24,YEN,168164,16039,38634,7678,31071,47002,11786,43426,14532,22810,4140,856,151,31063,24716,17.5,36.9,27.7,47.8,-22595,-15931,28894,3284,6347,-0.13436288385147832,-0.0947349016436336,0.17182036583335317,0.019528555457767417,0.03774291762802978,107.61399841308594
3918,2019-10-01,YEN,178684,18851,38059,7424,30880,44968,12060,50285,29679,19566,6547,815,260,32810,25853,20.5,35.3,30.8,48.0,-19208,-14088,20606,5732,6957,-0.10749703386984845,-0.07884309731145486,0.11532090170356607,0.03207897741263907,0.0389346555931141,108.06900024414062
3919,2019-10-08,YEN,172846,22444,39895,7407,30473,35580,10597,47631,33330,19058,4932,814,124,30181,26041,22.1,36.8,33.4,48.599999999999994,-17451,-5107,14301,4118,4140,-0.10096270668687733,-0.029546532751698044,0.08273839140043739,0.02382467630144753,0.023951957233606793,107.2509994506836
3920,2019-10-15,YEN,184561,42345,35264,7123,28555,36733,11524,43189,40437,20505,1905,877,413,29000,31683,26.9,33.0,38.0,45.3,7081,-8178,2752,1028,-2683,0.03836671886259827,-0.044310553150448906,0.014911059216194103,0.0055699741548864605,-0.014537199083229934,108.38800048828125
3921,2019-10-22,YEN,183931,52019,33569,5884,25710,43038,10510,39603,38277,18764,2055,2628,587,28799,30673,31.4,32.4,40.8,44.1,18450,-17328,1326,-573,-1874,0.10030935513861176,-0.09420924150904415,0.007209225198579902,-0.003115298671784528,-0.010188603334946257,108.60099792480469
3922,2019-10-29,YEN,190143,56224,32043,7343,25301,43547,11142,37697,37659,20600,2092,2955,525,29219,34329,32.6,31.8,42.1,41.6,24181,-18246,38,-863,-5110,0.12717270685747042,-0.09595935690506618,0.0001998495868898671,-0.004538689302261982,-0.026874510237032127,108.96399688720703
3923,2019-11-05,YEN,207243,66486,30086,7991,27272,42981,11309,38383,48885,25119,1828,4902,223,28631,35745,33.6,29.0,44.29999999999999,39.5,36400,-15709,-10502,-3074,-7114,0.17563922545031677,-0.07579990639008313,-0.050674811694484255,-0.01483282909434818,-0.03432685301795477,108.69400024414062
3924,2019-11-12,YEN,205092,72080,29671,4147,32094,46754,11146,35222,53845,16706,1851,7260,27,31821,35538,35.4,30.9,47.7,40.2,42409,-14660,-18623,-5409,-3717,0.20678037173561134,-0.07148011624051645,-0.09080315175628498,-0.026373529928032297,-0.018123573810777602,109.04199981689453
3925,2019-11-19,YEN,204114,65867,29118,4501,35081,50478,12250,34945,50800,16081,1995,7223,120,33274,33542,35.6,33.0,47.9,42.9,36749,-15397,-15855,-5228,-268,0.18004154541089784,-0.07543333627286712,-0.0776771803991887,-0.025613137756351843,-0.0013129917595069423,108.66200256347656
3926,2019-11-26,YEN,218814,75420,29788,4862,36839,53402,13705,37225,55806,17540,3100,6797,208,29916,36705,36.2,31.2,47.8,41.7,45632,-16563,-18581,-3697,-6789,0.2085424150191487,-0.07569442540239656,-0.08491687003573811,-0.016895628250477576,-0.031026351147549973,108.99199676513672
3927,2019-12-03,YEN,239023,72575,26756,14490,39157,62456,13748,38544,55964,21005,3967,7573,504,35032,36526,34.3,29.3,47.1,40.4,45819,-23299,-17420,-3606,-1494,0.19169284964208466,-0.09747597511536547,-0.07288001573070374,-0.015086414278123862,-0.006250444517891584,109.02200317382812
3928,2019-12-10,YEN,218233,68579,28829,9861,42364,55552,12866,34355,46510,17706,2645,9345,232,29626,37332,35.1,28.8,49.6,38.9,39750,-13188,-12155,-6700,-7706,0.18214477187226497,-0.06043082393588504,-0.05569735099641209,-0.030701131359601893,-0.035310883321954055,108.58200073242188
3929,2019-12-17,YEN,198907,55675,13560,4362,44627,58299,14035,31264,46796,16275,2490,9595,248,29930,35737,38.8,24.199999999999996,50.8,34.7,42115,-13672,-15532,-7105,-5807,0.2117321160140166,-0.06873564027409794,-0.0780867440562675,-0.035720210952857365,-0.02919454820594549,109.57599639892578
3930,2019-12-24,YEN,192224,51917,18668,5272,42972,54746,14253,29257,39973,14606,2457,9156,531,30958,35018,39.6,20.1,51.3,31.5,33249,-11774,-10716,-6699,-4060,0.17297007657732646,-0.06125145663392709,-0.055747461295155655,-0.03484996670551024,-0.02112119194273348,109.38200378417969
3931,2019-12-31,YEN,195225,51058,20457,5569,42896,48404,13708,32184,42521,17493,2597,7367,648,29072,39058,39.2,20.3,50.8,31.3,30601,-5508,-10337,-4770,-9986,0.1567473428095787,-0.028213599692662312,-0.05294916122422846,-0.024433346139070302,-0.05115123575361762,108.87300109863281
3932,2020-01-07,YEN,180072,38028,24652,4342,40913,39313,14047,35417,43075,13798,2544,5043,505,30478,35297,35.0,21.5,47.7,31.0,13376,1600,-7658,-2499,-4819,0.07428139855169044,0.008885334754986894,-0.042527433471056024,-0.013877782220445155,-0.02676151761517615,108.40599822998047
3933,2020-01-14,YEN,207634,62620,19424,4505,36622,53453,13180,37321,54807,17872,2403,5114,136,32974,39143,37.7,20.5,47.9,31.0,43196,-16831,-17486,-2711,-6169,0.208039145804637,-0.08106090524673223,-0.08421549457217989,-0.013056628490516968,-0.029710933662116995,109.99199676513672
3934,2020-01-21,YEN,227367,81169,20625,4630,36863,61514,13956,36788,63513,17535,2043,4332,295,34088,40967,40.9,21.5,50.3,32.9,60544,-24651,-26725,-2289,-6879,0.2662831457511424,-0.10841942762142263,-0.11754124389203359,-0.010067424032511315,-0.030255050205174893,110.1729965209961
