,label,category,level,weight,parent,1D,1W,1M,3M,1Y,2Y,5Y
JPM,JPMorgan,stocks,3,80,XLF,0.0,-1.2715017599287755,5.429495208105882,1.6044329783850546,8.170487594676155,26.2746498455217,161.4624461728989
V,Visa,stocks,3,70,XLF,0.0,3.794854404794898,3.3973766649050448,-2.5510485534321217,-4.3191314708799595,1.3059519823907966,66.63493890917684
MA,Mastercard,stocks,3,65,XLF,0.0,4.271451119825464,4.014694123339649,-1.252498093503027,-6.930515350411208,-1.455160263006024,71.71371966220126
GS,Goldman Sachs,stocks,3,60,XLF,0.0,-0.915399611184938,9.341871805102992,-0.036065646938818835,26.930695712876272,53.155308779976096,181.30070360278256
MS,Morgan Stanley,stocks,3,50,XLF,0.0,7.869846754994818,17.39263623889115,14.018801559472596,37.55983597111837,50.95760892339454,155.0101502422676
BAC,Bank of America,stocks,3,50,XLF,0.0,3.3878925547769176,12.603643873983096,4.011954646497413,22.921608681510147,17.65373386787734,65.6301971488132
WFC,Wells Fargo,stocks,3,40,XLF,0.0,-5.98360716516272,1.607193528743808,-6.953296947897399,5.8861887859819895,6.771027369852985,91.6229069011786
LLY,Eli Lilly,stocks,3,80,XLV,0.0,-3.6658906064314336,0.8952095091276477,-12.68740278326049,41.975771071052556,15.873364300076762,157.38775421641782
UNH,UnitedHealth,stocks,3,75,XLV,0.0,3.1939018991133925,17.160978211097174,11.295676392159848,31.04572316914272,-46.49241274903166,-38.31016395408086
JNJ,J&J,stocks,3,60,XLV,0.0,0.0880614984340321,-0.23825752847804424,-1.8855884480311509,41.802941172204314,59.12710745935546,54.96146391071337
ABBV,AbbVie,stocks,3,55,XLV,0.0,0.2308337606537812,-1.2788921043425971,-8.38681399167239,6.41230314833342,18.769440553773403,62.37160749878182
PFE,Pfizer,stocks,3,40,XLV,0.0,1.0029734658189593,-1.3783067282294519,-1.0192893567374577,16.105070455641464,14.772632030999597,-29.3853119136863
MRK,Merck,stocks,3,50,XLV,0.0,-2.8990254456836992,-0.8660546343680199,-0.3914306171231413,50.518463786040655,20.46638251670101,32.66522212044391
AMZN,Amazon,stocks,3,130,XLY,0.0,4.245320458887685,19.73595838822069,24.49899418897016,11.370050894998087,20.783509947100047,178.27546641400528
TSLA,Tesla,stocks,3,100,XLY,0.0,12.322681901638163,5.3317641655663355,-6.022968488755391,21.62162955558462,17.741594809014185,82.03985725296721
HD,Home Depot,stocks,3,55,XLY,0.0,0.4654079982399063,3.190942124665745,-12.568342622035757,-10.575502458057768,-18.143738359584862,31.596180637968878
MCD,McDonalds,stocks,3,50,XLY,0.0,0.1897465008313265,-0.8642679485505212,-7.260034449213193,1.1912104705763844,7.445432155232333,21.618786308372055
NKE,Nike,stocks,3,40,XLY,0.0,6.616611369069106,-12.732861737992787,-25.136484024710352,-37.763456449132995,-39.93478753279381,-46.47921262527047
NFLX,Netflix,stocks,3,65,XLY,0.0,4.5626607618418,15.420059404957911,41.98523361173684,-8.748954357300263,22.768821278822305,300.3196258630689
PG,Procter & Gamble,stocks,3,60,XLP,0.0,-1.2262322502004055,0.674067354451432,-11.060108608953344,-5.265634839228208,-17.365620172579273,17.972506211679786
KO,Coca-Cola,stocks,3,55,XLP,0.0,-2.788180751354028,0.8300911727428065,-4.015411937950847,9.251796406489742,22.081475609137716,42.184248928652146
PEP,PepsiCo,stocks,3,50,XLP,0.0,-1.4071001460786678,2.6652550710459852,-6.558935247434554,10.689859627599096,0.7007300226154296,-2.3684589777725353
COST,Costco,stocks,3,60,XLP,0.0,-1.3740994827779711,0.5205915846312402,-1.4126089300289966,1.0272072218968225,3.087827949778134,111.27816452325044
WMT,Walmart,stocks,3,55,XLP,0.0,-1.5855443401921652,2.1116400594290994,-6.453118905739201,21.764421962855938,37.67123933508481,177.4925733493117
XOM,Exxon,stocks,3,70,XLE,0.0,-2.294931562562688,-9.925647643064412,-0.6136184978910649,44.146544297945475,32.167698293625016,50.89328247683606
CVX,Chevron,stocks,3,60,XLE,0.0,-1.9305220528950304,-11.011112355404446,2.3677975678754866,24.644803931935,20.519737340678798,17.836384829092804
COP,ConocoPhillips,stocks,3,45,XLE,0.0,-2.962060214131045,-10.754222762517589,8.134484264284922,31.701200133229847,15.458883128032614,-0.24978699118667638
SLB,Schlumberger,stocks,3,35,XLE,0.0,0.963020064779322,0.21027870916948624,3.515005530708464,63.375960733428116,25.385607432189644,10.116042806631329
CAT,Caterpillar,stocks,3,55,XLI,0.0,-2.591504683471496,9.52516108536841,1.5666836206536428,85.60364227473902,94.11184987021613,270.5635166820487
GE,GE Aerospace,stocks,3,55,XLI,0.0,1.8096275212630863,10.058197806637263,0.4785372264102695,15.848631374859679,75.3565350829567,554.3523388035991
UPS,UPS,stocks,3,40,XLI,0.0,1.8387441521101766,6.2256407126402245,-11.057555411443571,25.861501167371888,-17.281588266391864,-24.71904523236726
BA,Boeing,stocks,3,45,XLI,0.0,2.89481581198379,15.214031679651473,-6.44245374327061,-1.4956271182367866,46.93569661681394,42.85804955392743
HON,Honeywell,stocks,3,40,XLI,0.0,-1.2125557037678445,3.117646369208486,-2.7049298615440773,15.595189956633584,10.164593829342225,29.841385317998594
LMT,Lockheed Martin,stocks,3,45,XLI,0.0,-0.426904002192699,-2.5871616313207357,-3.6254071893256863,44.74764626781098,21.045380614107888,38.34809484445055
META,Meta,stocks,3,110,XLC,0.0,6.623699347243786,22.654060715235214,3.4386944905606454,-11.639438166092047,18.555579020409393,661.2757107403766
GOOG,Alphabet,stocks,3,120,XLC,0.0,5.938806514476372,19.13870943055593,8.189432513295017,69.92263342482251,96.92650270847962,303.8998758900908
DIS,Disney,stocks,3,50,XLC,0.0,3.9023926772582187,8.749341335648912,0.6446607538733263,-8.09961175766754,-11.01941605890392,6.2635134156942245
CMCSA,Comcast,stocks,3,35,XLC,0.0,1.3247365837522034,-0.3166050532517942,-10.028065463483395,-1.378724415704162,-24.640712233860302,11.94013241623606
TMUS,T-Mobile,stocks,3,40,XLC,0.0,-2.8205018052711623,-10.113896813113255,-10.981690968295684,-20.665134448251475,-21.16731371328356,33.501420079518454
NEE,NextEra Energy,stocks,3,45,XLU,0.0,-3.0187116411680432,0.08775142436002974,-0.07383117010623048,28.409126049799383,20.641407481355525,28.866354085983826
DUK,Duke Energy,stocks,3,35,XLU,0.0,-2.890955401239946,-1.0820849227413265,2.347159207458155,4.27807802438904,13.897315305866996,57.517695932330085
SO,Southern Co,stocks,3,35,XLU,0.0,-2.5836357146755704,-0.8174374284894167,3.0503248522613386,1.6576602269393348,9.845446112907975,65.7869755028043
AMT,American Tower,stocks,3,40,XLRE,0.0,-0.2964918327859299,5.824306108344947,-5.011731024198257,-13.295117819332653,-10.809496138828546,-1.0170924299930264
PLD,Prologis,stocks,3,40,XLRE,0.0,1.8806048437506255,7.730845039794107,3.3102132664325863,34.780586787643955,24.944801070382503,44.38638756172993
SPG,Simon Property,stocks,3,30,XLRE,0.0,0.5185188453683791,10.896588133144263,6.53331155264487,25.582021107514347,17.9610885117528,116.26200204072748
LIN,Linde,stocks,3,45,XLB,0.0,-1.0354748123379691,0.4944625028393316,5.657605596910665,7.162303244036766,11.103334932148412,75.20761242888045
APD,Air Products,stocks,3,30,XLB,0.0,-1.1717050316766362,1.327186312225181,1.9076928846747845,4.38252828574971,-7.91260540232208,22.197265119216798
SHW,Sherwin-Williams,stocks,3,35,XLB,0.0,-2.1629791825636038,2.9072160537651848,-11.549348286247584,-5.394585449432456,-15.599815086752885,56.298752118380236
7203.T,Toyota,stocks,2,120,EWJ,0.0,1.8680325399216633,1.2792926541194194,-7.386167567888573,30.0052692751691,36.0506172126345,86.31522611576625
6758.T,Sony,stocks,2,100,EWJ,0.0,0.4511278195488722,4.197048116905447,-6.988596165961024,-12.875744780415435,10.259212278304123,58.905388231957104
6861.T,Keyence,stocks,2,80,EWJ,0.0,0.4964766175528507,8.695652173913043,10.676476894356327,14.164694511367431,-2.7372230290452664,10.479371395484995
9984.T,SoftBank,stocks,2,70,EWJ,0.0,17.628374801482266,16.43649253775261,-7.614643343437414,41.89184722789535,97.50911801779777,169.9043401182248
8306.T,MUFG,stocks,2,65,EWJ,0.0,2.5158339197748067,9.459780119106355,-4.182776451454341,41.76791974215496,72.71650809674483,364.14974208384587
6902.T,Denso,stocks,2,50,EWJ,0.0,-0.9311950336264873,0.12299909473891667,-9.698897703134712,-3.581484956548707,-7.341121452822569,13.059691300676377
9432.T,NTT,stocks,2,55,EWJ,0.0,0.587847067671481,-1.3789878797087847,2.092686098703699,1.7654117082398113,4.901053558497426,6.204191914057954
4063.T,Shin-Etsu,stocks,2,60,EWJ,0.0,3.859060402684564,9.176392186054786,19.635723065316057,57.054241861490794,26.50440221572703,135.841628197832
7741.T,HOYA,stocks,2,45,EWJ,0.0,1.8311291963377416,6.906372374510501,5.516514406184117,61.535118173173565,56.003054848781034,130.58143026874666
6501.T,Hitachi,stocks,2,50,EWJ,0.0,8.523908523908524,9.227871939736348,-6.367713004484305,24.807676075551736,39.39678906080694,290.88213711017585
SHEL.L,Shell,stocks,2,120,EWU,0.0,-2.1780441455927493,-3.642908567314615,15.869745351819558,26.25278698289336,32.24005035945955,34.482086296986914
AZN.L,AstraZeneca,stocks,2,110,EWU,0.0,-3.0466185160866712,6.767895878524946,-0.9290483264608974,34.86315884487643,39.424774913546386,38.334447970826076
HSBA.L,HSBC,stocks,2,80,EWU,0.0,-0.059687120351932674,11.840351679929514,5.78508102046235,43.445686885817594,83.16453109803918,189.9255670198707
ULVR.L,Unilever,stocks,2,75,EWU,0.0,-1.4375144910734987,-5.217391304347826,-20.610296092964774,-12.114831948555661,-15.927312000658208,-0.389982623834214
BP.L,BP,stocks,2,65,EWU,0.0,-2.0902282721319696,-3.6014407270207496,22.745528148735477,32.08051515933798,45.93198827498251,14.104145562531349
GSK.L,GSK,stocks,2,55,EWU,0.0,-2.068014705882353,4.103566194430874,-0.45917133851227754,54.12825633609326,59.05126568427528,47.37222259132258
RIO.L,Rio Tinto,stocks,2,55,EWU,0.0,-1.3886997957794418,12.643856920684293,0.47056428226433566,61.071745330181756,47.9432588746523,55.260123641521645
LSEG.L,LSEG,stocks,2,50,EWU,0.0,3.1445138269402317,10.725401005506344,23.00531914893617,-6.617452854975189,-17.25225055620168,21.5667999426562
BARC.L,Barclays,stocks,2,45,EWU,0.0,-0.03401222142502835,14.372808961471293,-4.8962918122031045,21.795805608951078,66.35820550040968,195.22434521231818
DGE.L,Diageo,stocks,2,45,EWU,0.0,2.081887578070784,5.599425699928212,-20.443482963764197,-27.374284571946124,-37.85434260863987,-59.043327207612975
SAP.DE,SAP,stocks,2,120,EWG,0.0,2.9272504578293415,-0.8158135237559323,-15.462575548765678,-43.68596399848197,-34.246344357626555,56.09568000518006
SIE.DE,Siemens,stocks,2,80,EWG,0.0,3.3994348030073347,13.110846245530395,-5.722236690398181,6.690381105301439,38.54220750782799,142.82023756016855
ALV.DE,Allianz,stocks,2,70,EWG,0.0,1.775778537980676,9.43288876581746,4.632152588555858,4.66067222348882,39.1332808405509,139.98617633337923
DTE.DE,Deutsche Telekom,stocks,2,65,EWG,0.0,-7.260406636391585,-7.130181741621613,-7.908421298258271,-0.26249538811151457,2.1122297934265446,68.05598030444067
MUV2.DE,Munich Re,stocks,2,55,EWG,0.0,2.074984141302935,7.639153127249281,3.5068291672350926,-7.7328069996620865,18.43297684348813,129.04291482110546
BAS.DE,BASF,stocks,2,45,EWG,0.0,-1.773311164851617,5.89278235092853,4.614483846807226,20.040217955923882,34.32735597929956,46.54975909024886
BMW.DE,BMW,stocks,2,50,EWG,0.0,-1.5982781445864969,5.525709488310427,-5.950753702761158,-4.469662555663394,27.123064532227204,30.97078736305053
